AddLimit,2844,0,0
AddLimit,357,0,0
AddLimit,496,0,0
AddLimit,322,0,0
AddLimit,196,0,0
AddLimit,242,0,0
AddLimit,240,0,0
AddLimit,215,0,0
AddLimit,219,0,0
AddLimit,253,0,0
AddLimit,240,0,0
AddLimit,214,0,0
AddLimit,245,0,0
AddLimit,219,0,0
AddLimit,219,0,0
AddLimit,225,0,0
AddLimit,230,0,0
AddLimit,235,0,0
AddLimit,208,0,0
AddLimit,230,0,0
AddLimit,217,0,0
AddLimit,220,0,0
AddLimit,223,0,0
AddLimit,227,0,0
AddLimit,213,0,0
AddLimit,235,0,0
AddLimit,236,0,0
AddLimit,222,0,0
AddLimit,202,0,0
AddLimit,206,0,0
AddLimit,212,0,0
AddLimit,227,0,0
AddLimit,204,0,0
AddLimit,210,0,0
AddLimit,213,0,0
AddLimit,206,0,0
AddLimit,203,0,0
AddLimit,225,0,0
AddLimit,208,0,0
AddLimit,211,0,0
AddLimit,212,0,0
AddLimit,214,0,0
AddLimit,208,0,0
AddLimit,217,0,0
AddLimit,223,0,0
AddLimit,215,0,0
AddLimit,204,0,0
AddLimit,222,0,0
AddLimit,237,0,0
AddLimit,201,0,0
AddLimit,223,0,0
AddLimit,220,0,0
AddLimit,214,0,0
AddLimit,208,0,0
AddLimit,204,0,0
AddLimit,219,0,0
AddLimit,258,0,0
AddLimit,6997,0,0
AddLimit,297,0,0
AddLimit,260,0,0
AddLimit,217,0,0
AddLimit,228,0,0
AddLimit,229,0,0
AddLimit,234,0,0
AddLimit,213,0,0
AddLimit,217,0,0
AddLimit,206,0,0
AddLimit,244,0,0
AddLimit,212,0,0
AddLimit,215,0,0
AddLimit,247,0,0
AddLimit,293,0,0
AddLimit,312,0,0
AddLimit,289,0,0
AddLimit,373,0,0
AddLimit,337,0,0
AddLimit,227,0,0
AddLimit,239,0,0
AddLimit,281,0,0
AddLimit,220,0,0
AddLimit,202,0,0
AddLimit,212,0,0
AddLimit,214,0,0
AddLimit,237,0,0
AddLimit,215,0,0
AddLimit,211,0,0
AddLimit,219,0,0
AddLimit,210,0,0
AddLimit,209,0,0
AddLimit,233,0,0
AddLimit,229,0,0
AddLimit,217,0,0
AddLimit,205,0,0
AddLimit,220,0,0
AddLimit,222,0,0
AddLimit,212,0,0
AddLimit,220,0,0
AddLimit,203,0,0
AddLimit,222,0,0
AddLimit,242,0,0
AddLimit,235,0,0
AddLimit,260,0,0
AddLimit,245,0,0
AddLimit,206,0,0
AddLimit,203,0,0
AddLimit,226,0,0
AddLimit,219,0,0
AddLimit,205,0,0
AddLimit,210,0,0
AddLimit,205,0,0
AddLimit,207,0,0
AddLimit,211,0,0
AddLimit,207,0,0
AddLimit,224,0,0
AddLimit,209,0,0
AddLimit,210,0,0
AddLimit,213,0,0
AddLimit,216,0,0
AddLimit,232,0,0
AddLimit,223,0,0
AddLimit,210,0,0
AddLimit,213,0,0
AddLimit,204,0,0
AddLimit,206,0,0
AddLimit,226,0,0
AddLimit,235,0,0
AddLimit,229,0,0
AddLimit,208,0,0
AddLimit,225,0,0
AddLimit,227,0,0
AddLimit,217,0,0
AddLimit,207,0,0
AddLimit,203,0,0
AddLimit,203,0,0
AddLimit,219,0,0
AddLimit,219,0,0
AddLimit,354,0,0
AddLimit,208,0,0
AddLimit,204,0,0
AddLimit,206,0,0
AddLimit,209,0,0
AddLimit,210,0,0
AddLimit,205,0,0
AddLimit,225,0,0
AddLimit,205,0,0
AddLimit,226,0,0
AddLimit,199,0,0
AddLimit,201,0,0
AddLimit,197,0,0
AddLimit,215,0,0
AddLimit,210,0,0
AddLimit,207,0,0
AddLimit,221,0,0
AddLimit,207,0,0
AddLimit,205,0,0
AddLimit,202,0,0
AddLimit,214,0,0
AddLimit,226,0,0
AddLimit,205,0,0
AddLimit,201,0,0
AddLimit,214,0,0
AddLimit,214,0,0
AddLimit,226,0,0
AddLimit,203,0,0
AddLimit,220,0,0
AddLimit,208,0,0
AddLimit,211,0,0
AddLimit,211,0,0
AddLimit,215,0,0
AddLimit,208,0,0
AddLimit,208,0,0
AddLimit,240,0,0
AddLimit,226,0,0
AddLimit,206,0,0
AddLimit,198,0,0
AddLimit,225,0,0
AddLimit,218,0,0
AddLimit,210,0,0
AddLimit,193,0,0
AddLimit,223,0,0
AddLimit,198,0,0
AddLimit,223,0,0
AddLimit,202,0,0
AddLimit,198,0,0
AddLimit,224,0,0
AddLimit,248,0,0
AddLimit,222,0,0
AddLimit,203,0,0
AddLimit,211,0,0
AddLimit,205,0,0
AddLimit,202,0,0
AddLimit,209,0,0
AddLimit,206,0,0
AddLimit,218,0,0
AddLimit,218,0,0
AddLimit,210,0,0
AddLimit,207,0,0
AddLimit,223,0,0
